GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
NHS Dumfries and Galloway,2023,30-34,All,Board,,565,10,34,10,5,5,0,1152,126,70,139,5,95,86,5,0,5,19,17,7.1,0.1,0.4,0.1,0.1,0.1,0,14.5,1.6,0.9,1.8,0.1,1.2,1.1,0.1,0,0.1,0.2,0.2
NHS Dumfries and Galloway,2023,35-39,All,Board,,615,15,56,15,20,16,0,1417,159,76,125,5,176,104,15,5,5,25,25,7.7,0.2,0.7,0.2,0.3,0.2,0,17.8,2,1,1.6,0.1,2.2,1.3,0.2,0.1,0.1,0.3,0.3
NHS Dumfries and Galloway,2023,40-44,All,Board,,684,28,96,16,59,35,5,1519,233,78,131,10,354,117,16,5,5,31,46,8.9,0.4,1.2,0.2,0.8,0.5,0.1,19.8,3,1,1.7,0.1,4.6,1.5,0.2,0.1,0.1,0.4,0.6
NHS Dumfries and Galloway,2023,45-49,All,Board,,705,38,123,31,93,64,0,1602,301,96,128,10,630,123,24,5,15,43,64,9.4,0.5,1.6,0.4,1.2,0.9,0,21.3,4,1.3,1.7,0.1,8.4,1.6,0.3,0.1,0.2,0.6,0.9
NHS Dumfries and Galloway,2023,50-54,All,Board,,905,93,264,56,230,200,5,2092,667,81,183,28,1329,177,57,15,36,74,167,9.1,0.9,2.6,0.6,2.3,2,0.1,21,6.7,0.8,1.8,0.3,13.3,1.8,0.6,0.2,0.4,0.7,1.7
NHS Dumfries and Galloway,2023,55-59,All,Board,,1162,172,545,144,442,450,15,2512,1076,75,239,58,2324,198,127,30,74,137,284,9.8,1.4,4.6,1.2,3.7,3.8,0.1,21.1,9.1,0.6,2,0.5,19.6,1.7,1.1,0.3,0.6,1.2,2.4
NHS Dumfries and Galloway,2023,60-64,All,Board,,1070,295,688,187,662,771,21,2334,1271,52,216,98,2922,173,286,39,143,163,408,9.2,2.5,5.9,1.6,5.7,6.7,0.2,20.2,11,0.4,1.9,0.8,25.2,1.5,2.5,0.3,1.2,1.4,3.5
NHS Dumfries and Galloway,2023,65-69,All,Board,,898,435,837,325,700,917,53,1963,1288,34,167,124,3424,149,374,40,192,176,493,8.8,4.3,8.2,3.2,6.9,9,0.5,19.2,12.6,0.3,1.6,1.2,33.6,1.5,3.7,0.4,1.9,1.7,4.8
NHS Dumfries and Galloway,2023,70-74,All,Board,,832,646,1097,552,832,1151,104,1662,1418,24,151,192,3909,128,498,56,241,164,633,8.9,6.9,11.7,5.9,8.9,12.2,1.1,17.7,15.1,0.3,1.6,2,41.6,1.4,5.3,0.6,2.6,1.7,6.7
NHS Dumfries and Galloway,2023,75-79,All,Board,,669,816,1134,764,802,1252,218,1218,1297,12,110,220,3964,124,612,62,252,179,817,8.4,10.2,14.2,9.6,10,15.7,2.7,15.3,16.2,0.2,1.4,2.8,49.7,1.6,7.7,0.8,3.2,2.2,10.2
NHS Dumfries and Galloway,2023,80-84,All,Board,,397,808,862,771,545,1004,335,706,886,5,63,255,2940,107,533,55,183,116,711,7.7,15.7,16.7,15,10.6,19.5,6.5,13.7,17.2,0.1,1.2,5,57.1,2.1,10.4,1.1,3.6,2.3,13.8
NHS Dumfries and Galloway,2023,85plus,All,Board,,287,948,731,980,373,1056,628,573,689,0,53,380,2670,152,586,114,171,98,832,6.4,21.1,16.3,21.8,8.3,23.5,14,12.8,15.3,0,1.2,8.5,59.4,3.4,13,2.5,3.8,2.2,18.5
NHS Dumfries and Galloway,2023,All,All,Board,,10956,4307,6516,3855,4773,6924,1383,20252,9670,809,2046,1396,24813,1741,3141,431,1320,1254,4526,7.8,3.1,4.6,2.7,3.4,4.9,1,14.3,6.8,0.6,1.4,1,17.6,1.2,2.2,0.3,0.9,0.9,3.2
NHS Dumfries and Galloway,2024,00-4,All,Board,,58,0,0,0,0,0,0,0,5,5,15,0,5,0,0,0,0,0,5,1.1,0,0,0,0,0,0,0,0.1,0.1,0.3,0,0.1,0,0,0,0,0,0.1
NHS Dumfries and Galloway,2024,05-9,All,Board,,340,0,10,0,0,0,0,0,22,5,27,5,5,0,0,0,0,0,0,5.4,0,0.2,0,0,0,0,0,0.3,0.1,0.4,0.1,0.1,0,0,0,0,0,0
NHS Dumfries and Galloway,2024,10-14,All,Board,,406,0,10,0,0,0,0,11,45,16,53,0,10,0,0,0,0,5,0,5.6,0,0.1,0,0,0,0,0.2,0.6,0.2,0.7,0,0.1,0,0,0,0,0.1,0
NHS Dumfries and Galloway,2024,15-19,All,Board,,415,0,10,0,0,0,0,163,59,63,78,0,5,5,0,0,0,0,10,5.6,0,0.1,0,0,0,0,2.2,0.8,0.9,1.1,0,0.1,0.1,0,0,0,0,0.1
NHS Dumfries and Galloway,2024,20-24,All,Board,,392,0,10,0,5,0,0,457,68,63,78,5,15,28,0,5,0,5,10,6.3,0,0.2,0,0.1,0,0,7.4,1.1,1,1.3,0.1,0.2,0.5,0,0.1,0,0.1,0.2
NHS Dumfries and Galloway,2024,25-29,All,Board,,538,5,15,0,5,0,0,867,83,79,97,0,38,65,5,0,0,16,5,7.5,0.1,0.2,0,0.1,0,0,12.2,1.2,1.1,1.4,0,0.5,0.9,0.1,0,0,0.2,0.1
NHS Dumfries and Galloway,2024,30-34,All,Board,,613,10,31,10,5,5,0,1169,123,66,136,5,107,98,5,0,0,24,17,7.6,0.1,0.4,0.1,0.1,0.1,0,14.5,1.5,0.8,1.7,0.1,1.3,1.2,0.1,0,0,0.3,0.2
NHS Dumfries and Galloway,2024,35-39,All,Board,,628,10,65,15,21,18,0,1467,190,80,121,10,208,113,15,5,5,28,25,7.6,0.1,0.8,0.2,0.3,0.2,0,17.8,2.3,1,1.5,0.1,2.5,1.4,0.2,0.1,0.1,0.3,0.3
NHS Dumfries and Galloway,2024,40-44,All,Board,,692,34,97,15,54,35,5,1536,256,83,139,15,382,122,17,10,5,32,47,8.8,0.4,1.2,0.2,0.7,0.4,0.1,19.5,3.3,1.1,1.8,0.2,4.9,1.6,0.2,0.1,0.1,0.4,0.6
NHS Dumfries and Galloway,2024,45-49,All,Board,,676,28,111,28,101,66,0,1564,313,89,127,15,629,120,23,5,10,38,64,9.1,0.4,1.5,0.4,1.4,0.9,0,21.1,4.2,1.2,1.7,0.2,8.5,1.6,0.3,0.1,0.1,0.5,0.9
NHS Dumfries and Galloway,2024,50-54,All,Board,,889,103,255,61,238,200,0,2046,650,84,172,25,1359,157,50,15,36,80,153,9.3,1.1,2.7,0.6,2.5,2.1,0,21.4,6.8,0.9,1.8,0.3,14.2,1.6,0.5,0.2,0.4,0.8,1.6
NHS Dumfries and Galloway,2024,55-59,All,Board,,1152,170,525,129,415,417,20,2533,1100,78,242,59,2383,197,130,29,78,122,282,9.9,1.5,4.5,1.1,3.6,3.6,0.2,21.7,9.4,0.7,2.1,0.5,20.4,1.7,1.1,0.2,0.7,1,2.4
NHS Dumfries and Galloway,2024,60-64,All,Board,,1138,308,714,205,697,777,26,2412,1347,59,222,109,3028,182,263,42,140,177,428,9.5,2.6,6,1.7,5.8,6.5,0.2,20.2,11.3,0.5,1.9,0.9,25.3,1.5,2.2,0.4,1.2,1.5,3.6
NHS Dumfries and Galloway,2024,65-69,All,Board,,943,437,867,310,736,954,51,2046,1373,36,168,136,3590,156,406,34,200,183,502,9,4.2,8.3,3,7.1,9.1,0.5,19.6,13.2,0.3,1.6,1.3,34.4,1.5,3.9,0.3,1.9,1.8,4.8
NHS Dumfries and Galloway,2024,70-74,All,Board,,841,689,1079,518,822,1122,120,1677,1417,27,149,192,3867,121,510,65,232,164,639,9,7.4,11.5,5.5,8.8,12,1.3,18,15.2,0.3,1.6,2.1,41.4,1.3,5.5,0.7,2.5,1.8,6.8
NHS Dumfries and Galloway,2024,75-79,All,Board,,683,835,1184,729,814,1238,242,1296,1362,12,111,240,4090,123,619,69,252,185,849,8.3,10.2,14.4,8.9,9.9,15.1,2.9,15.8,16.6,0.1,1.4,2.9,49.8,1.5,7.5,0.8,3.1,2.3,10.3
NHS Dumfries and Galloway,2024,80-84,All,Board,,449,852,934,761,591,1020,369,754,946,5,69,272,3033,111,556,73,183,110,740,8.4,15.9,17.4,14.2,11,19,6.9,14.1,17.6,0.1,1.3,5.1,56.5,2.1,10.4,1.4,3.4,2,13.8
NHS Dumfries and Galloway,2024,85plus,All,Board,,293,959,758,962,375,1079,634,564,720,0,53,391,2752,155,605,117,161,93,835,6.4,20.8,16.5,20.9,8.1,23.4,13.8,12.2,15.6,0,1.2,8.5,59.7,3.4,13.1,2.5,3.5,2,18.1
NHS Dumfries and Galloway,2024,All,All,Board,,11146,4443,6676,3751,4882,6936,1466,20564,10083,845,2057,1470,25506,1755,3210,467,1306,1258,4614,7.8,3.1,4.7,2.6,3.4,4.9,1,14.5,7.1,0.6,1.4,1,17.9,1.2,2.3,0.3,0.9,0.9,3.2
NHS Dumfries and Galloway,2025,00-4,All,Board,,42,0,5,0,0,0,0,0,5,10,5,0,0,0,0,0,0,0,5,0.8,0,0.1,0,0,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0.1
NHS Dumfries and Galloway,2025,05-9,All,Board,,347,0,5,0,0,0,0,0,23,5,30,5,5,0,0,0,0,0,0,5.5,0,0.1,0,0,0,0,0,0.4,0.1,0.5,0.1,0.1,0,0,0,0,0,0
NHS Dumfries and Galloway,2025,10-14,All,Board,,461,0,10,0,0,0,0,5,42,10,47,0,10,0,0,0,0,0,0,6.5,0,0.1,0,0,0,0,0.1,0.6,0.1,0.7,0,0.1,0,0,0,0,0,0
NHS Dumfries and Galloway,2025,15-19,All,Board,,437,0,10,0,0,0,0,153,61,67,77,0,5,5,0,0,0,5,5,5.8,0,0.1,0,0,0,0,2,0.8,0.9,1,0,0.1,0.1,0,0,0,0.1,0.1
NHS Dumfries and Galloway,2025,20-24,All,Board,,394,0,10,0,5,0,0,427,75,60,85,5,15,33,0,0,0,5,10,6.3,0,0.2,0,0.1,0,0,6.8,1.2,1,1.4,0.1,0.2,0.5,0,0,0,0.1,0.2
NHS Dumfries and Galloway,2025,25-29,All,Board,,499,5,15,5,10,0,0,826,79,84,91,0,42,61,5,0,0,16,5,7.1,0.1,0.2,0.1,0.1,0,0,11.7,1.1,1.2,1.3,0,0.6,0.9,0.1,0,0,0.2,0.1
NHS Dumfries and Galloway,2025,30-34,All,Board,,658,10,25,5,5,5,0,1197,130,76,135,5,120,108,5,0,5,20,15,8.1,0.1,0.3,0.1,0.1,0.1,0,14.7,1.6,0.9,1.7,0.1,1.5,1.3,0.1,0,0.1,0.2,0.2
NHS Dumfries and Galloway,2025,35-39,All,Board,,621,20,72,16,23,15,0,1464,218,68,139,5,230,113,10,0,5,32,24,7.4,0.2,0.9,0.2,0.3,0.2,0,17.5,2.6,0.8,1.7,0.1,2.8,1.4,0.1,0,0.1,0.4,0.3
NHS Dumfries and Galloway,2025,40-44,All,Board,,694,28,96,21,58,36,0,1578,279,101,133,17,421,126,20,10,10,32,46,8.5,0.3,1.2,0.3,0.7,0.4,0,19.4,3.4,1.2,1.6,0.2,5.2,1.5,0.2,0.1,0.1,0.4,0.6
NHS Dumfries and Galloway,2025,45-49,All,Board,,698,33,125,22,116,67,5,1541,363,79,137,18,676,108,29,5,5,46,73,9.4,0.4,1.7,0.3,1.6,0.9,0.1,20.8,4.9,1.1,1.8,0.2,9.1,1.5,0.4,0.1,0.1,0.6,1
NHS Dumfries and Galloway,2025,50-54,All,Board,,895,88,235,51,238,178,0,1959,631,96,158,22,1328,165,57,15,35,69,135,9.8,1,2.6,0.6,2.6,1.9,0,21.4,6.9,1,1.7,0.2,14.5,1.8,0.6,0.2,0.4,0.8,1.5
NHS Dumfries and Galloway,2025,55-59,All,Board,,1135,167,475,129,449,429,10,2447,1088,73,240,61,2413,183,116,31,73,126,277,10,1.5,4.2,1.1,4,3.8,0.1,21.6,9.6,0.6,2.1,0.5,21.3,1.6,1,0.3,0.6,1.1,2.4
NHS Dumfries and Galloway,2025,60-64,All,Board,,1223,317,746,220,708,740,33,2530,1399,69,220,112,3211,186,261,40,137,183,450,10,2.6,6.1,1.8,5.8,6,0.3,20.6,11.4,0.6,1.8,0.9,26.2,1.5,2.1,0.3,1.1,1.5,3.7
NHS Dumfries and Galloway,2025,65-69,All,Board,,1003,444,925,309,805,1003,55,2154,1457,35,179,150,3777,167,428,35,212,187,534,9.3,4.1,8.6,2.9,7.5,9.3,0.5,20,13.5,0.3,1.7,1.4,35,1.5,4,0.3,2,1.7,5
NHS Dumfries and Galloway,2025,70-74,All,Board,,834,679,1043,470,812,1096,112,1679,1443,35,145,185,3968,122,493,70,226,165,622,8.9,7.3,11.2,5,8.7,11.7,1.2,18,15.4,0.4,1.6,2,42.5,1.3,5.3,0.7,2.4,1.8,6.7
NHS Dumfries and Galloway,2025,75-79,All,Board,,739,873,1218,737,863,1250,246,1319,1397,13,110,276,4197,112,640,75,248,185,847,8.8,10.4,14.5,8.8,10.3,14.9,2.9,15.7,16.6,0.2,1.3,3.3,50,1.3,7.6,0.9,3,2.2,10.1
NHS Dumfries and Galloway,2025,80-84,All,Board,,457,874,974,745,625,1045,380,797,1010,5,75,288,3128,105,573,80,198,117,750,8.2,15.8,17.6,13.4,11.3,18.8,6.8,14.4,18.2,0.1,1.4,5.2,56.4,1.9,10.3,1.4,3.6,2.1,13.5
NHS Dumfries and Galloway,2025,85plus,All,Board,,322,995,810,970,411,1067,618,573,773,0,49,410,2809,147,603,151,154,99,902,6.8,21,17.1,20.5,8.7,22.5,13,12.1,16.3,0,1,8.7,59.3,3.1,12.7,3.2,3.2,2.1,19
NHS Dumfries and Galloway,2025,All,All,Board,,11459,4532,6798,3702,5129,6933,1461,20651,10473,878,2057,1557,26359,1742,3244,519,1307,1291,4706,8,3.2,4.8,2.6,3.6,4.9,1,14.5,7.3,0.6,1.4,1.1,18.4,1.2,2.3,0.4,0.9,0.9,3.3
NHS Fife,2022,00-4,All,Board,,125,0,5,0,0,0,0,0,10,5,41,0,5,0,0,0,0,0,16,0.8,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.1
NHS Fife,2022,05-9,All,Board,,768,0,23,0,5,0,0,0,53,32,91,0,5,0,0,0,0,10,17,3.8,0,0.1,0,0,0,0,0,0.3,0.2,0.5,0,0,0,0,0,0,0,0.1
NHS Fife,2022,10-14,All,Board,,1172,0,25,0,5,0,0,26,103,43,160,0,10,0,0,0,0,15,15,5.3,0,0.1,0,0,0,0,0.1,0.5,0.2,0.7,0,0,0,0,0,0,0.1,0.1
NHS Fife,2022,15-19,All,Board,,1118,0,28,5,5,0,0,469,122,136,214,5,26,15,5,5,0,10,21,5.2,0,0.1,0,0,0,0,2.2,0.6,0.6,1,0,0.1,0.1,0,0,0,0,0.1
NHS Fife,2022,20-24,All,Board,,1289,5,40,5,10,0,0,2377,176,195,313,5,61,100,5,5,0,16,15,5.3,0,0.2,0,0,0,0,9.9,0.7,0.8,1.3,0,0.3,0.4,0,0,0,0.1,0.1
NHS Fife,2022,25-29,All,Board,,1405,19,78,10,15,5,0,3661,253,181,349,10,125,152,5,5,0,38,31,6.3,0.1,0.3,0,0.1,0,0,16.4,1.1,0.8,1.6,0,0.6,0.7,0,0,0,0.2,0.1
NHS Fife,2022,30-34,All,Board,,1630,18,128,35,21,10,0,4927,341,218,428,10,346,219,15,10,5,49,53,6.7,0.1,0.5,0.1,0.1,0,0,20.2,1.4,0.9,1.8,0,1.4,0.9,0.1,0,0,0.2,0.2
NHS Fife,2022,35-39,All,Board,,1839,26,208,47,46,33,0,5539,516,236,473,24,603,298,30,5,5,97,90,7.5,0.1,0.8,0.2,0.2,0.1,0,22.6,2.1,1,1.9,0.1,2.5,1.2,0.1,0,0,0.4,0.4
NHS Fife,2022,40-44,All,Board,,1982,42,335,122,104,108,5,6059,741,280,460,32,1156,372,29,20,18,109,133,8.2,0.2,1.4,0.5,0.4,0.4,0,25.1,3.1,1.2,1.9,0.1,4.8,1.5,0.1,0.1,0.1,0.5,0.6
NHS Fife,2022,45-49,All,Board,,2164,95,461,197,267,233,5,6195,1056,185,464,52,2092,370,55,10,38,151,236,9.2,0.4,2,0.8,1.1,1,0,26.2,4.5,0.8,2,0.2,8.9,1.6,0.2,0,0.2,0.6,1
NHS Fife,2022,50-54,All,Board,,2767,232,777,435,615,611,5,7466,1904,222,522,111,4244,391,139,29,101,246,526,9.9,0.8,2.8,1.5,2.2,2.2,0,26.6,6.8,0.8,1.9,0.4,15.1,1.4,0.5,0.1,0.4,0.9,1.9
NHS Fife,2022,55-59,All,Board,,2894,357,1167,738,991,1089,24,7528,2627,160,559,168,6197,436,317,42,223,368,815,9.9,1.2,4,2.5,3.4,3.7,0.1,25.8,9,0.5,1.9,0.6,21.3,1.5,1.1,0.1,0.8,1.3,2.8
NHS Fife,2022,60-64,All,Board,,2608,536,1588,1203,1456,1571,47,6602,3088,109,501,234,7597,327,695,55,385,405,1157,9.8,2,6,4.5,5.5,5.9,0.2,24.8,11.6,0.4,1.9,0.9,28.5,1.2,2.6,0.2,1.4,1.5,4.3
NHS Fife,2022,65-69,All,Board,,2130,806,1965,1753,1636,1942,102,5201,3244,65,409,353,8401,294,1014,68,492,440,1355,9.5,3.6,8.7,7.8,7.3,8.6,0.5,23.1,14.4,0.3,1.8,1.6,37.4,1.3,4.5,0.3,2.2,2,6
NHS Fife,2022,70-74,All,Board,,1984,1196,2483,2999,1852,2386,263,4426,3313,45,370,452,9549,294,1484,89,609,468,1718,9.4,5.6,11.7,14.1,8.7,11.3,1.2,20.9,15.6,0.2,1.7,2.1,45.1,1.4,7,0.4,2.9,2.2,8.1
NHS Fife,2022,75-79,All,Board,,1476,1531,2455,3702,1680,2566,530,3363,2936,18,276,569,8887,283,1560,94,642,407,1839,8.8,9.2,14.7,22.2,10.1,15.4,3.2,20.2,17.6,0.1,1.7,3.4,53.3,1.7,9.3,0.6,3.8,2.4,11
NHS Fife,2022,80-84,All,Board,,882,1327,1720,3167,1148,2013,702,1791,1961,10,149,466,6030,246,1314,107,479,294,1421,8.6,13,16.8,31,11.2,19.7,6.9,17.5,19.2,0.1,1.5,4.6,59.1,2.4,12.9,1,4.7,2.9,13.9
NHS Fife,2022,85plus,All,Board,,652,1633,1533,3990,821,2024,1239,1350,1537,10,122,636,5694,344,1718,209,392,221,1700,7.2,18.1,17,44.2,9.1,22.4,13.7,15,17,0.1,1.4,7,63.1,3.8,19,2.3,4.3,2.4,18.8
NHS Fife,2022,All,All,Board,,28885,7821,15019,18416,10677,14594,2920,66980,23981,2147,5901,3125,61031,4140,8388,748,3388,3344,11152,7.5,2,3.9,4.8,2.8,3.8,0.8,17.3,6.2,0.6,1.5,0.8,15.8,1.1,2.2,0.2,0.9,0.9,2.9
NHS Fife,2023,00-4,All,Board,,153,0,5,0,0,0,0,0,5,10,33,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.1
